,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses,gold_label,vote_count,agreement,mean_vote
148,BNC-141,know,conditional,"Nora calculated that there must be lots of single men up there so she decided it was ideal for the ``manhunt'', as we called it, even though the train fare was a serious consideration. I remember we went up to Euston together one Saturday morning, very excited, to buy the ticket in advance.",It was a secret - if my parents had known she was going away alone they would have soon put the kybosh on it.,Nora was going away alone,,past,parent,third,plural,conditional,BNC,yes,-0.181818182,1.662418829,2.555555556,0.527046277,"3, 3, 3, 2, 2, 3, 2, 3, 2",entailment,9,1.000000,2.555556
149,BNC-1411,forget,negation,``I 've already got money that I 've saved from Grye's winnings.'' Seb did not amplify his statement.,He had not forgotten that Christian disapproved of gambling.,Christian disapproved of gambling,,past,he,third,singular,negation,BNC,yes,-0.363636364,0.674199862,3,0,"3, 3, 3, 3, 3, 3, 3, 3",entailment,8,1.000000,3.000000
150,BNC-1412,forget,negation,"They were baroque symbols reinforcing the lush imagination of the theatre. But the drama on its own wasn't enough, or great performances, or symbols.",They the audience were what mattered for it should never be forgotten that it was their patronage and their applause which truly kept the theatre alive.,it was the audience's patronage and the audience's applause which truly kept the theatre alive,,present,it,third,singular,negation,BNC,yes,-0.2,1.549193338,3,0,"3, 3, 3, 3, 3, 3, 3, 3",entailment,8,1.000000,3.000000
152,BNC-1431,guess,modal negation,"His mother driving the car, so happy, young-looking and fashionably dressed and his father, a big, confident man in a smart suit, smiling and turning round to say something to Simon in the back seat. Marie thought of her own mother with her frumpy clothes and ageing, lined face.",No one would have guessed that she was only forty-two.,Marie's mother was only forty-two,EP,present,one,third,singular,negation,BNC,no,-0.4,1.712697677,2.125,1.125991626,"3, 1, 2, 3, 2, 3, 3, 0",entailment,8,0.875000,2.125000
156,BNC-1449,guess,negation,"I want to look dark and menacing. The way I ought to look, the way I should look, the way I might have looked if I hadn't had my little accident.",Looking at me you 'd never guess I 'd killed three people.,she had killed three people,,present,you,second,unknown,negation,BNC,no,0.333333333,1.414213562,2.5,1.069044968,"3, 3, 2, 3, 3, 0, 3, 3",entailment,8,0.875000,2.500000
157,BNC-1450,guess,negation,The English read: It is forbidden to cross the Toacks. That summer I came to know the Toacks - with their roots hooked under the earth's crust.,On the right side of them you'd never guess they even existed but from where I was they were too deep to fathom and too tall to cross.,the Toacks even existed,,present,you,second,unknown,negation,BNC,no,2.3,1.059349905,2.333333333,1,"3, 2, 3, 3, 2, 0, 3, 3, 2",entailment,9,0.888889,2.333333
159,BNC-1458,hope,negation,``I hope you are settling down and the cat is well.'' This was a lie.,She did not hope the cat was well.,the cat was well,,past,she,third,singular,negation,BNC,no,-1.25,1.164964745,-0.333333333,1,"0, 0, 0, -3, 0, 0, 0, 0, 0",neutral,9,0.888889,-0.333333
161,BNC-1464,imagine,negation,"Why should I think that? It's your first time on a horse, for Pete's sake.",And please don't imagine that I haven't landed on my backside before today.,he hasn't landed on his backside before today,,present,null,second,singular,negation,BNC,no,-0.545454545,1.293339581,-2.25,1.38873015,"-3, -3, -3, 1, -3, -3, -2, -2",contradiction,8,0.875000,-2.250000
163,BNC-1467,imagine,negation,Jane ate without pausing. Hunger was an unknown experience.,She had never imagined it could actually hurt.,hunger could actually hurt,,past,she,third,singular,negation,BNC,no,0.545454545,1.694912173,1.333333333,1.870828693,"3, 1, 1, 3, 3, -3, 1, 1, 2",entailment,9,0.888889,1.333333
167,BNC-1474,imagine,negation,"Miss Martindale had had a school, but her rigid ideas and stern manner had frightened the children, and their parents had taken them away. And gradually the school declined, until she had to give it up and retire to end her days in the white cottage with the inevitable cat as her only companion.",Breeze had never imagined that digging was such hard work.,digging was such hard work,,past,Breeze,third,singular,negation,BNC,no,-0.7,1.251665557,2,0.755928946,"2, 1, 2, 2, 1, 2, 3, 3",entailment,8,1.000000,2.000000
169,BNC-149,know,conditional,``You don't need to worry. We're quite adequately chaperoned. Rosa is a woman of strict moral principles.'',If she knows I'm in here she's probably hovering outside the door right now.,he's in here,,present,she,third,singular,conditional,BNC,yes,1.4,1.349897115,2.375,1.060660172,"3, 3, 2, 3, 0, 3, 3, 2",entailment,8,0.875000,2.375000
170,BNC-1498,know,negation,"``He's harmless, quite afraid of me.'' It brought a very visible relaxing of attitudes that quite surprised Maggie.",She didn't know she had it in her but she had felt the need to act.,Maggie had the need to act in her,,past,she,third,singular,negation,BNC,yes,0.181818182,0.603022689,2.125,0.83452296,"3, 1, 1, 2, 2, 3, 2, 3",entailment,8,1.000000,2.125000
171,BNC-1499,know,negation,"For Syl I felt no sympathy, since if he was fool enough to want me he deserved none. In the course of time I would die and then it would all be over.",We went to the theatre and to dinner and I believe I must have talked and as I have said I know I sometimes laughed and I think no one ever knew that I was empty of everything except perhaps madness.,she was empty of everything except perhaps madness,,past,one,third,singular,negation,BNC,yes,1.1,1.523883927,2.875,0.353553391,"3, 3, 3, 3, 3, 2, 3, 3",entailment,8,1.000000,2.875000
173,BNC-1500,know,negation,She hated to think of his sister lying in hospital waiting for her husband to come to her while all the time he was with Dana. She gripped her hands tightly together.,Dana didn't know Berenice was in danger of losing her child.,Berenice was in danger of losing her child,,present,Dana,third,singular,negation,BNC,yes,0.3,1.567021236,1.5,1.603567451,"2, 3, 2, 1, 2, 3, 1, -2",entailment,8,0.875000,1.500000
174,BNC-1502,know,negation question,I said you were mad to come over at this time. It's a world event.,Don't you know that Venice is packed with visitors?,Venice is packed with visitors,,present,you,second,unknown,question,BNC,yes,1.272727273,1.61807967,2.75,0.46291005,"2, 3, 3, 3, 2, 3, 3, 3",entailment,8,1.000000,2.750000
175,BNC-1507,know,negation,"And what she had said, and went on saying quietly, calmly, efficiently, was that she loved Maggie. She paid attention.",At eight Maggie had not known that her grandmother was famous but she had seen that people had something in their manner when they looked at Rachel.,Maggie's grandmother was famous,,present,Maggie,third,singular,negation,BNC,yes,0.333333333,1.07308674,2.333333333,1,"2, 3, 3, 3, 3, 2, 0, 2, 3",entailment,9,0.888889,2.333333
184,BNC-1533,know,negation,Fernando's escaladun had been wonderful last night and not direct from the freezer. All his own work.,She hadn't known he was such a good cook... She paid her bill and wandered back to where she had parked the car in a shady spot under an orange tree in a square - She didn't know a lot about Fernando Serra she realised with a dull bumping of her heart.,Fernando was a good cook,,past,she,third,singular,negation,BNC,yes,2.454545455,0.934198733,2.25,0.88640526,"1, 1, 2, 3, 3, 3, 2, 3",entailment,8,1.000000,2.250000
185,BNC-1534,know,negation,"The nurses were well trained in dealing with rich patients who were used to doing as they pleased and often disliked accepting the discipline of routine. They knew that the very old, the alcoholics, and the more than slightly batty patients (called ``eccentric'') had to be carefully supervised.",This old dear who was to be kept under heavy sedation clearly didn't know that she was a long-term patient being treated for depression.,this old dear was a long-term patient,,present,old,third,singular,negation,BNC,yes,1,1.333333333,2.125,1.807721534,"3, 3, 3, 1, 3, 3, 3, -2",entailment,8,0.875000,2.125000
189,BNC-1545,know,negation,"They 'd seen Miss Lavant on the promenade and about the town, always walking slowly, sometimes with a neat wicker basket. Kate had often thought she was beautiful.",She hadn't known she was in love with Dr Greenslade who had a wife already and three children.,Miss Lavant was in love with Dr Greenslade,,past,she,third,singular,negation,BNC,yes,-0.545454545,1.293339581,1.5,1.414213562,"1, 3, 1, 1, 3, 3, -1, 1",entailment,8,0.875000,1.500000
191,BNC-1553,know,negation,Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry? Did he intend to ignore her completely?,Then Isabel saw Ellen's stunned face and realised that her maid at least did not know she had spent the night alone.,Isabel had spent the night alone,,present,maid,third,singular,negation,BNC,yes,0.625,1.846811925,2.111111111,1.054092553,"2, 3, 0, 2, 2, 1, 3, 3, 3",entailment,9,0.888889,2.111111
192,BNC-1554,know,negation,"Eve hadn't known that Mr Burns in the hardware shop was inclined to take to the drink or that Dr Johnson had a very bad temper and was heard shouting about God never putting a mouth into the world that he didn't feed. Dr Johnson was of the view that there were a lot of mouths, especially in the families with thirteen children, that God had forgotten to feed.",Benny didn't know that Peggy Pine was an old friend of Mother Francis that they had been girls years ago and that when she came to the convent she called Mother Francis Bunty.,Peggy Pine was an old friend of Mother Francis,,present,Benny,third,singular,negation,BNC,yes,0.272727273,0.904534034,2.555555556,0.726483157,"2, 3, 3, 3, 1, 3, 3, 2, 3",entailment,9,1.000000,2.555556
194,BNC-1559,know,negation,What on earth did I think I was playing at? The people back at the hotel didn't know me.,They didn't know I wouldn't steal money like that.,she wouldn't steal money like that,,present,they,third,plural,negation,BNC,yes,-0.25,1.164964745,2,1.658312395,"3, 2, 3, 3, 2, 3, 1, -2, 3",entailment,9,0.888889,2.000000
201,BNC-1615,learn,negation,"He pulled up in fourth gear at the foot of the balustraded stone steps which led up to the solicitor's office. Totteridge, Spruce and Hardnut, Commissioners for Oaths, said the brass plate.",He took the scuffed leather document case off the seat beside him and banged the door shut with the violence of someone who had not learned that car doors do not need the same sort of treatment as those of railway carriages.,car doors do not need the same sort of treatment as those of railway carriages,,past,who,third,singular,negation,BNC,yes,0.272727273,1.103712743,2.625,0.744023809,"3, 3, 1, 3, 3, 3, 3, 2",entailment,8,1.000000,2.625000
203,BNC-1620,mean,negation,"Most of them young, about his age, stood and talked and drank and laughed. The two girls he had noticed earlier were standing talking to some other girls.",Graham hoped they all realised that just because he was standing talking to Slater that didn't mean he was gay too.,Graham was gay too,,present,that,third,singular,negation,BNC,no,-0.375,0.51754917,-1.375,1.302470181,"-1, -1, -1, -3, -1, -2, 1, -3",contradiction,8,0.875000,-1.375000
204,BNC-1621,mean,negation,"``I know the one. Yes, it was good though I say it myself.''",But that doesn't mean I have to be involved in this kind of nauseous business.,she has to be involved in this kind of nauseous business,,present,that,third,singular,negation,BNC,no,0.222222222,1.394433378,-2.625,0.744023809,"-2, -3, -3, -3, -3, -3, -1, -3",contradiction,8,1.000000,-2.625000
207,BNC-1633,mean,negation,"He said that maybe I wasn't ready to join the Party just yet. Terry's passion for equality appealed to my purer mind, and his hatred of existing authority appealed to my resentments.",But although I hated inequality it didn't mean I wanted to be treated like everyone else.,he wanted to be treated like everyone else,,present,it,third,singular,negation,BNC,no,1.111111111,1.615893286,-2.5,0.534522484,"-3, -3, -2, -2, -3, -2, -3, -2",contradiction,8,1.000000,-2.500000
