index,uID,Context,Target,mean_vote
231,BNC-1681,"``Black and White Danish Dairy! Nothing near as tasty and tender as our...'' and, her mouth overflowing with steak, beans and croquette potato, Mitzi named an Austrian breed Elisabeth had never heard of (and did not imagine she would need to remember for future use).",``I like my steak burnt to a cinder on the outside and blood red and juicy at its heart...'' Absorbed by loving considerations of her tastes Mitzi did not notice that Elisabeth was not replying and her attention was drawn to her companion only when the peculiar noise of the latter's choking was sounding right round the Hall.,1.875
232,BNC-1682,She was very tired. Every day that week she had got up at five.,So she did not notice that they were riding off the main road and into The Chase the oldest wood in England.,1.125
236,BNC-1697,You 've always made it quite clear that you were staying here and that I could fuck off to the other end of the world for all you cared. You're too busy to speak some days.,You won't even notice I 've gone.,1.4444444444444444
237,BNC-1699,"He had come to entertain serious doubts about it himself. He, too, suffered from an occasional enlightening vision which came to him from the dim past and which he must have suppressed at the time... The extraordinary array of chains and fetters, manacles and shackles exhibited by Birmingham for export to America's slave states, for instance... Why had he not thought more about such exhibits?",Well he had never pretended that science and industry were good in themselves of course... they still had to be used correctly.,-0.6666666666666666
239,BNC-1713,My reading might be pointless in terms of the history of literary criticism. But it's not pointless in terms of pleasure.,I can't prove that lay readers enjoy books more than professional critics.,0
240,BNC-1716,Martha made no answer. She could not tell them that she was desperately in love with Bob Lamb.,She knew that Bob paid her no attention but did not realise that his interest lay with Sarah Butler down at Cherry Tree Farm.,0.625
241,BNC-1722,"``And somehow it seems to fit in with this landscape too - perhaps it's the sense of space...'' ``Perhaps,'' he agreed before lapsing into silence, but not before she 'd seen his face reflect the pleasure he 'd experienced at her instant recognition of what was clearly one of his favourite recordings. ``Well, we 've arrived!''",She 'd been so immersed in the music letting it wash over her uplifting her that she hadn't even realised that the car had turned into a short driveway to stop outside a luxurious chalet-type building set in a clearing of beech trees.,1.75
242,BNC-1724,"``Lucky you. Well, she's found them some rooms in Tewkesbury, and she wants Hayley to go back.''",She didn't realise Hayley was so ill and could die.,1.3333333333333333
243,BNC-1725,"Ruth found herself in his arms, her face against his broad chest - as if she were a little girl again, in the time before she 'd known he was crazy.",She hadn't realized she remembered that time.,0.1111111111111111
244,BNC-1730,``Please don't! I'm terribly sorry.'',I thought it was - I didn't realise it was a girl.,-1
247,BNC-1756,"But even as he spoke he doubted if Excepcionales Chicas would, when the plain Excepcionales was a stand-by, his favourite being Albeans or Invincibles. She turned and faced him again and on a high note she said, ``We have a few Dominicoes.''",She did not say it was a sample of five.,0
249,BNC-1762,He said his name was Paul Berowne. I'm afraid it didn't mean anything to me at the time.,He didn't say he was an MP or a baronet nothing like that.,0.2222222222222222
250,BNC-1763,"``Oh, yes. It's just that it would have been nice to have seen the signs,'' said Caspar, rolling the maps up and packing them in his saddle bag.",He did not say that he hoped Floy and Snodgrass were all right because he did not think he had to say it.,1.5
251,BNC-177,It can't really be alive. It's not really about to bite me.,Dorcas wouldn't have brought me in here if he knew there was a monster about to bite me.,-0.6666666666666666
252,BNC-1771,I was very surprised by all this.,Holmes had told Stapleton that he would return to London but he had not said that I was going too.,-0.125
253,BNC-1776,"The curtain twitched and the Company Manager, Wallas Ward, resplendent in midnight blue dinner jacket, appeared through the centre. ``Ladies and gentlemen, I regret to have to inform you that, due to an accident to Mr. Banks, we will be unable to continue the performance.''",He did not say that the accident which had befallen Mr. Banks was death by shooting.,1
254,BNC-1780,"Lucie was teaching Gabriel the verses. From the Creation of the World to Doomsday itself, he spoke them over, and sometimes he would recite in French.",He never said he was teaching or asked Gabriel what he had learned at the end.,2
255,BNC-1782,Mr Blakey raised his head from his seed-boxes. With soil-caked fingers he drew a handkerchief from a pocket and blew his nose.,He did not say that a week ago the boy had been standing under the monkey-puzzle in the middle of the night looking up at the windows of the house.,1.5555555555555556
